workclass,marital-status,occupation,race,sex,hours-per-week,native-country,income,net_capital,age_group,education_level
Private,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,<=50K,0,young_adult,Medium
Private,Married-civ-spouse,Prof-specialty,White,Female,45,United-States,>50K,0,middle_aged,High
Local-gov,Never-married,Prof-specialty,White,Female,40,United-States,<=50K,0,young,High
Private,Married-civ-spouse,Machine-op-inspct,White,Male,50,United-States,<=50K,0,young_adult,Medium
Local-gov,Never-married,Prof-specialty,White,Female,52,United-States,<=50K,0,middle_aged,High
Private,Married-civ-spouse,Exec-managerial,White,Male,40,Other,<=50K,0,young_adult,High
Private,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Other-service,White,Female,25,Mexico,<=50K,0,young,Medium
Private,Divorced,Transport-moving,White,Male,40,United-States,>50K,0,senior,Medium
Self-emp-not-inc,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,<=50K,0,elderly,High
Private,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K,0,young_adult,Medium
State-gov,Married-spouse-absent,Adm-clerical,White,Male,40,United-States,<=50K,0,young_adult,High
Private,Divorced,Transport-moving,White,Male,40,United-States,<=50K,0,young,Medium
Self-emp-inc,Married-civ-spouse,Sales,White,Male,60,United-States,>50K,15024,middle_aged,High
Private,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K,0,elderly,Medium
Private,Married-civ-spouse,Adm-clerical,Black,Male,70,United-States,>50K,-1485,middle_aged,Medium
Self-emp-not-inc,Separated,Farming-fishing,White,Male,60,United-States,<=50K,4101,young_adult,Medium
Self-emp-not-inc,Married-civ-spouse,Exec-managerial,White,Male,70,United-States,<=50K,-1672,senior,High
Private,Separated,Other-service,White,Female,40,United-States,<=50K,0,middle_aged,Medium
Local-gov,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K,-1887,senior,High
Private,Married-civ-spouse,Handlers-cleaners,White,Female,40,United-States,<=50K,0,young_adult,Low
Private,Never-married,Adm-clerical,Black,Female,40,United-States,<=50K,0,senior,Medium
Private,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K,3781,young_adult,Medium
Self-emp-not-inc,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Male,40,Other,<=50K,0,young_adult,Medium
Private,Separated,Adm-clerical,White,Male,40,United-States,<=50K,0,middle_aged,Medium
Private,Never-married,Transport-moving,White,Male,32,United-States,<=50K,0,young,Medium
Private,Divorced,Adm-clerical,White,Female,40,United-States,<=50K,0,young_adult,Medium
Private,Never-married,Transport-moving,Black,Male,20,United-States,<=50K,0,young,Medium
Local-gov,Married-civ-spouse,Prof-specialty,White,Male,45,United-States,>50K,0,middle_aged,High
Private,Never-married,Handlers-cleaners,White,Male,40,United-States,<=50K,0,young,Medium
Private,Married-civ-spouse,Other-service,White,Male,40,Mexico,<=50K,0,young_adult,Low
Federal-gov,Never-married,Prof-specialty,White,Male,48,United-States,<=50K,0,young_adult,High
Private,Divorced,Sales,White,Male,60,United-States,>50K,99999,young_adult,High
Private,Divorced,Craft-repair,White,Male,40,United-States,<=50K,0,middle_aged,Medium
Private,Never-married,Adm-clerical,Amer-Indian-Eskimo,Female,40,United-States,<=50K,0,young,Medium
Private,Divorced,Craft-repair,White,Male,40,United-States,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Machine-op-inspct,Amer-Indian-Eskimo,Male,45,United-States,<=50K,0,young_adult,Medium
Private,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,<=50K,0,senior,Medium
Private,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K,0,young_adult,Medium
Private,Widowed,Machine-op-inspct,Black,Female,40,United-States,<=50K,0,middle_aged,Medium
Private,Widowed,Other-service,White,Female,27,El-Salvador,<=50K,0,middle_aged,Medium
Self-emp-not-inc,Married-civ-spouse,Craft-repair,White,Male,8,United-States,<=50K,0,elderly,Low
Private,Married-civ-spouse,Farming-fishing,White,Male,80,United-States,<=50K,0,young_adult,Medium
Private,Never-married,Adm-clerical,White,Female,40,United-States,<=50K,0,senior,Medium
Private,Married-civ-spouse,Tech-support,Asian-Pac-Islander,Male,60,Philippines,>50K,0,senior,Medium
Private,Married-civ-spouse,Exec-managerial,White,Female,25,United-States,<=50K,0,young,Medium
Private,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K,0,middle_aged,High
Local-gov,Married-civ-spouse,Prof-specialty,White,Male,45,United-States,>50K,0,middle_aged,High
Private,Never-married,Exec-managerial,White,Male,40,United-States,<=50K,0,young_adult,Medium
Federal-gov,Married-civ-spouse,Tech-support,White,Male,40,United-States,<=50K,0,young_adult,Medium
Private,Divorced,Adm-clerical,White,Female,40,United-States,<=50K,0,middle_aged,High
Private,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K,0,middle_aged,Medium
Private,Never-married,Adm-clerical,White,Female,50,United-States,<=50K,0,young,Medium
Private,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,<=50K,0,young_adult,Medium
Private,Never-married,Sales,White,Male,40,United-States,<=50K,0,young,Medium
Self-emp-not-inc,Married-civ-spouse,Protective-serv,White,Male,20,United-States,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K,0,young_adult,Medium
Private,Never-married,Handlers-cleaners,White,Male,40,United-States,<=50K,0,young,Medium
Local-gov,Divorced,Prof-specialty,White,Female,36,United-States,>50K,7430,middle_aged,High
Private,Never-married,Exec-managerial,White,Male,45,United-States,<=50K,0,young_adult,Medium
Private,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,<=50K,0,young_adult,Medium
Private,Divorced,Exec-managerial,White,Female,40,Other,<=50K,0,senior,Medium
Private,Married-civ-spouse,Sales,White,Female,50,United-States,<=50K,0,young,Medium
Private,Never-married,Other-service,White,Male,40,United-States,<=50K,0,middle_aged,Medium
Local-gov,Never-married,Other-service,Black,Male,30,United-States,<=50K,0,young_adult,Medium
Private,Married-civ-spouse,Adm-clerical,White,Female,40,United-States,>50K,0,middle_aged,Medium
State-gov,Never-married,Exec-managerial,White,Female,40,United-States,<=50K,0,middle_aged,Medium
Private,Separated,Exec-managerial,White,Female,42,United-States,<=50K,0,young_adult,High
Self-emp-not-inc,Married-civ-spouse,Sales,White,Male,20,United-States,>50K,99999,middle_aged,Medium
Private,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K,0,middle_aged,High
Self-emp-inc,Divorced,Exec-managerial,White,Male,50,United-States,<=50K,0,young_adult,High
Self-emp-not-inc,Married-civ-spouse,Sales,White,Male,50,United-States,>50K,0,young_adult,Medium
Self-emp-inc,Married-civ-spouse,Prof-specialty,White,Male,45,United-States,>50K,0,middle_aged,High
Private,Married-civ-spouse,Sales,White,Male,52,United-States,>50K,0,young_adult,High
Private,Never-married,Adm-clerical,White,Female,40,United-States,<=50K,0,senior,Medium
Private,Divorced,Sales,White,Female,40,United-States,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Transport-moving,White,Male,40,United-States,<=50K,0,middle_aged,Medium
Private,Never-married,Transport-moving,Black,Male,30,United-States,<=50K,0,young_adult,Medium
Private,Married-civ-spouse,Sales,White,Male,60,United-States,<=50K,0,young_adult,Medium
Private,Never-married,Craft-repair,White,Male,40,United-States,<=50K,0,young,Low
Private,Never-married,Tech-support,White,Female,40,United-States,<=50K,0,young_adult,High
Private,Never-married,Other-service,White,Female,15,United-States,<=50K,0,young,Medium
Private,Divorced,Farming-fishing,White,Male,40,United-States,<=50K,0,middle_aged,Medium
Private,Divorced,Exec-managerial,White,Male,50,United-States,>50K,14084,senior,High
Private,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K,99999,senior,Medium
Private,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,<=50K,0,senior,Medium
State-gov,Never-married,Adm-clerical,White,Female,25,United-States,<=50K,0,young,Medium
Self-emp-not-inc,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K,0,young,Medium
Private,Divorced,Adm-clerical,White,Female,50,United-States,<=50K,0,middle_aged,Medium
Private,Never-married,Handlers-cleaners,White,Male,80,United-States,<=50K,0,middle_aged,Medium
Private,Separated,Machine-op-inspct,Black,Female,40,United-States,<=50K,0,middle_aged,Medium
Self-emp-not-inc,Separated,Sales,White,Male,50,United-States,<=50K,0,young_adult,Medium
Private,Married-civ-spouse,Handlers-cleaners,Black,Male,40,Mexico,<=50K,0,young_adult,Medium
Private,Never-married,Adm-clerical,White,Female,25,United-States,<=50K,0,young,Medium
Private,Never-married,Adm-clerical,Black,Male,20,United-States,<=50K,0,young,Medium
Private,Never-married,Sales,White,Male,55,United-States,<=50K,0,middle_aged,Medium
Self-emp-not-inc,Divorced,Prof-specialty,White,Female,30,United-States,<=50K,0,senior,High
Local-gov,Divorced,Prof-specialty,White,Female,40,United-States,<=50K,-1408,middle_aged,High
Private,Married-civ-spouse,Machine-op-inspct,White,Female,50,Canada,>50K,0,middle_aged,Low
Private,Married-civ-spouse,Machine-op-inspct,White,Male,44,United-States,>50K,0,middle_aged,Medium
Private,Married-civ-spouse,Sales,White,Male,40,United-States,<=50K,0,middle_aged,Medium
State-gov,Divorced,Prof-specialty,White,Female,40,United-States,<=50K,-2339,senior,High
Private,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K,0,young_adult,Medium
Private,Never-married,Tech-support,White,Female,43,United-States,<=50K,0,young,Medium
Private,Never-married,Exec-managerial,White,Male,45,United-States,<=50K,0,young,Medium
State-gov,Never-married,Prof-specialty,Black,Female,24,United-States,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Other-service,White,Female,15,United-States,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Exec-managerial,White,Male,45,United-States,>50K,0,middle_aged,High
Private,Married-civ-spouse,Transport-moving,Other,Male,40,United-States,<=50K,0,young,Medium
Private,Never-married,Prof-specialty,White,Male,40,United-States,<=50K,0,middle_aged,Medium
Self-emp-inc,Divorced,Sales,White,Male,55,United-States,<=50K,0,senior,Medium
Private,Never-married,Sales,White,Male,50,United-States,<=50K,0,young_adult,High
Local-gov,Divorced,Exec-managerial,White,Female,40,United-States,<=50K,0,senior,Medium
Private,Married-civ-spouse,Transport-moving,Asian-Pac-Islander,Male,45,United-States,<=50K,0,senior,Medium
Self-emp-not-inc,Married-civ-spouse,Machine-op-inspct,Asian-Pac-Islander,Female,80,Other,<=50K,0,middle_aged,High
Private,Married-civ-spouse,Transport-moving,White,Male,50,United-States,<=50K,0,senior,Medium
Private,Never-married,Adm-clerical,White,Female,40,United-States,<=50K,0,young,Medium
Private,Divorced,Machine-op-inspct,White,Male,32,United-States,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Farming-fishing,White,Male,50,United-States,<=50K,-1672,young_adult,Medium
Private,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,<=50K,0,young,Low
Local-gov,Married-civ-spouse,Other-service,White,Male,35,United-States,>50K,0,middle_aged,Medium
Private,Separated,Transport-moving,White,Male,40,Mexico,<=50K,0,middle_aged,Medium
Federal-gov,Divorced,Adm-clerical,Black,Female,40,Other,<=50K,0,middle_aged,Medium
Private,Married-civ-spouse,Other-service,Black,Male,37,United-States,<=50K,2635,middle_aged,Medium
Private,Never-married,Exec-managerial,White,Female,20,Other,<=50K,0,young_adult,Medium
Private,Divorced,Other-service,White,Female,35,United-States,<=50K,0,young_adult,Medium
Private,Never-married,Adm-clerical,White,Male,41,United-States,<=50K,0,young_adult,Medium
Private,Never-married,Machine-op-inspct,Black,Male,28,United-States,<=50K,0,young,Medium
Private,Married-civ-spouse,Exec-managerial,White,Male,35,United-States,>50K,0,middle_aged,High
Private,Divorced,Adm-clerical,White,Female,40,United-States,<=50K,0,young_adult,Medium
Private,Married-civ-spouse,Handlers-cleaners,White,Male,40,United-States,<=50K,0,middle_aged,Medium
Federal-gov,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,>50K,7298,middle_aged,High
Private,Never-married,Adm-clerical,White,Female,40,United-States,<=50K,0,young_adult,Medium
Private,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K,0,middle_aged,Low
Private,Never-married,Adm-clerical,White,Female,15,United-States,<=50K,0,young,Medium
Private,Married-civ-spouse,Adm-clerical,White,Female,20,United-States,<=50K,0,young_adult,Medium
Private,Married-civ-spouse,Prof-specialty,White,Male,70,United-States,>50K,99999,middle_aged,High
Private,Never-married,Handlers-cleaners,White,Male,50,United-States,<=50K,0,young,Low
Private,Never-married,Sales,Black,Female,40,United-States,<=50K,0,middle_aged,Medium
Private,Never-married,Exec-managerial,White,Female,65,United-States,<=50K,0,young_adult,Medium
Private,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K,0,middle_aged,Low
State-gov,Separated,Prof-specialty,White,Female,24,Other,<=50K,0,senior,High
Private,Divorced,Other-service,White,Male,40,United-States,<=50K,0,young_adult,Low
Private,Divorced,Adm-clerical,Asian-Pac-Islander,Female,40,United-States,<=50K,0,middle_aged,Medium
Local-gov,Never-married,Prof-specialty,Black,Female,50,United-States,<=50K,0,young_adult,High
Private,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K,-1848,young_adult,Medium
Private,Never-married,Other-service,White,Female,35,United-States,<=50K,0,young,Medium
Private,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,<=50K,0,middle_aged,Low
Self-emp-inc,Never-married,Exec-managerial,White,Male,65,United-States,>50K,0,young_adult,Medium
Private,Widowed,Farming-fishing,White,Female,40,United-States,<=50K,0,senior,Medium
Self-emp-not-inc,Married-civ-spouse,Exec-managerial,White,Male,10,United-States,>50K,-2174,senior,Medium
Private,Married-civ-spouse,Other-service,White,Male,40,United-States,<=50K,0,young,Low
Private,Married-civ-spouse,Transport-moving,White,Male,44,United-States,>50K,0,senior,Medium
Private,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K,0,young_adult,Medium
Private,Never-married,Other-service,Black,Female,40,United-States,<=50K,0,young_adult,Medium
Private,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,>50K,0,senior,Medium
Private,Married-civ-spouse,Sales,White,Male,40,United-States,>50K,0,middle_aged,Medium
Private,Married-civ-spouse,Sales,White,Male,60,United-States,<=50K,0,middle_aged,Medium
Federal-gov,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K,-1579,middle_aged,Medium
Private,Never-married,Sales,Black,Female,10,United-States,<=50K,0,young,Medium
Private,Divorced,Craft-repair,White,Female,43,United-States,<=50K,0,middle_aged,Medium
Federal-gov,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,<=50K,4064,middle_aged,High
Private,Married-civ-spouse,Other-service,White,Female,25,United-States,<=50K,0,middle_aged,Medium
Private,Separated,Sales,Amer-Indian-Eskimo,Female,40,United-States,<=50K,0,middle_aged,Medium
Self-emp-inc,Married-civ-spouse,Prof-specialty,Black,Male,60,United-States,>50K,0,senior,Medium
Private,Separated,Other-service,White,Female,40,United-States,<=50K,4101,middle_aged,Medium
Private,Married-civ-spouse,Prof-specialty,Other,Male,40,Other,<=50K,0,young_adult,High
Private,Married-civ-spouse,Sales,White,Male,40,United-States,<=50K,0,senior,Medium
Private,Never-married,Sales,White,Female,20,United-States,<=50K,0,young,Medium
Self-emp-not-inc,Never-married,Exec-managerial,White,Male,50,United-States,<=50K,0,middle_aged,High
Private,Never-married,Machine-op-inspct,White,Male,40,United-States,<=50K,0,young,Medium
Private,Divorced,Adm-clerical,Black,Female,40,United-States,<=50K,0,middle_aged,Medium
Self-emp-not-inc,Divorced,Prof-specialty,White,Female,15,United-States,<=50K,0,middle_aged,High
Private,Never-married,Other-service,White,Male,60,Mexico,<=50K,0,young_adult,Low
Private,Married-spouse-absent,Handlers-cleaners,White,Male,40,United-States,<=50K,0,young,Medium
Self-emp-not-inc,Married-civ-spouse,Farming-fishing,Asian-Pac-Islander,Male,30,United-States,<=50K,0,senior,Medium
Private,Divorced,Tech-support,White,Female,75,United-States,<=50K,0,young_adult,Medium
Private,Divorced,Prof-specialty,White,Male,40,United-States,>50K,0,middle_aged,High
Private,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,<=50K,0,young_adult,Medium
Private,Separated,Prof-specialty,Asian-Pac-Islander,Male,40,Philippines,>50K,0,young_adult,High
Private,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,>50K,0,middle_aged,Medium
